period,health_centre,location,tot_patients_waiting,pct_patients_normal_waiting_time,patients_normal_waiting_time,region,year,month
2023-03,"Centro Hospitalar do Baixo Vouga, EPE","[40.6362453, -8.6543716]",3766,94.5,3560,Central,2023,3
2023-03,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1611,99.5,1603,Central,2023,3
2023-03,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",1195,67.7,809,Central,2023,3
2023-03,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",7345,59.9,4397,Lisbon and Tagus Valley,2023,3
2023-03,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",8883,67.0,5949,Lisbon and Tagus Valley,2023,3
2023-03,"Hospital de Loures, EPE","[38.821455, -9.176296]",8706,36.8,3201,Lisbon and Tagus Valley,2023,3
2023-03,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",5609,90.7,5088,Northern,2023,3
2023-03,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",1096,99.6,1092,Northern,2023,3
2023-03,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",5606,88.5,4962,Northern,2023,3
2023-03,"Centro Hospitalar Universitário de Santo António, EPE","[41.1472498, -8.6172617]",7474,81.3,6073,Northern,2023,3
2023-03,"Hospital da Senhora da Oliveira, Guimarães, EPE","[41.4387173, -8.3086907]",6486,92.3,5988,Northern,2023,3
2023-03,"Hospital de Braga, EPE","[41.56785, -8.398982]",12746,77.9,9924,Northern,2023,3
2023-03,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",2831,86.2,2441,Northern,2023,3
2023-03,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",6507,87.4,5685,Northern,2023,3
2023-04,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",4867,64.1,3120,Alentejo,2023,4
2023-04,"Centro Hospitalar Cova da Beira, EPE","[40.2804158, -7.4922407]",2009,68.3,1373,Central,2023,4
2023-04,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1175,92.7,1089,Central,2023,4
2023-04,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",15643,57.8,9045,Lisbon and Tagus Valley,2023,4
2023-04,"Centro Hospitalar de Lisboa Ocidental, EPE","[38.708454, -9.216985]",8452,55.7,4707,Lisbon and Tagus Valley,2023,4
2023-04,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",8718,68.0,5932,Lisbon and Tagus Valley,2023,4
2023-04,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",5668,90.4,5123,Northern,2023,4
2023-04,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",1082,99.6,1078,Northern,2023,4
2023-04,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",4673,84.3,3939,Northern,2023,4
2023-04,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",4985,84.7,4223,Northern,2023,4
2023-05,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6216,92.2,5733,Central,2023,5
2023-05,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",989,72.8,720,Central,2023,5
2023-05,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",10480,50.2,5263,Lisbon and Tagus Valley,2023,5
2023-05,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",3067,90.8,2784,Northern,2023,5
2023-05,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",1116,99.4,1109,Northern,2023,5
2023-05,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",4690,84.7,3974,Northern,2023,5
2023-05,"Centro Hospitalar Universitário de Santo António, EPE","[41.1472498, -8.6172617]",6842,79.9,5470,Northern,2023,5
2023-05,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","[41.1094138, -8.5972617]",9877,93.8,9263,Northern,2023,5
2023-05,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1883,65.7,1237,Northern,2023,5
2023-06,"Unidade Local de Saúde do Norte Alentejano, EPE","[39.3003425, -7.4263845]",1566,68.8,1078,Alentejo,2023,6
2023-06,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",997,74.4,742,Central,2023,6
2023-06,"Hospital de Cascais, PPP","[38.729006, -9.418267]",2732,82.1,2242,Lisbon and Tagus Valley,2023,6
2023-06,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",10858,91.3,9918,Northern,2023,6
2023-06,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",973,99.3,966,Northern,2023,6
2023-06,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",6221,89.9,5595,Northern,2023,6
2023-06,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","[41.1094138, -8.5972617]",10420,93.6,9751,Northern,2023,6
2023-06,"Hospital da Senhora da Oliveira, Guimarães, EPE","[41.4387173, -8.3086907]",6910,90.6,6263,Northern,2023,6
2023-07,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1725,91.4,1577,Alentejo,2023,7
2023-07,"Centro Hospitalar Universitário do Algarve,EPE","[37.0238973, -7.9281554]",11755,43.3,5092,Algarve,2023,7
2023-07,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6416,89.5,5741,Central,2023,7
2023-07,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",15515,66.8,10369,Central,2023,7
2023-07,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",6093,76.1,4634,Central,2023,7
2023-07,"Unidade Local de Saúde da Guarda, EPE","[40.5309916, -7.2734793]",938,73.3,688,Central,2023,7
2023-07,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1092,94.5,1032,Central,2023,7
2023-07,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2078,69.5,1445,Lisbon and Tagus Valley,2023,7
2023-07,"Centro Hospitalar do Oeste, EPE","[39.4054629, -9.1258493]",2870,90.6,2601,Lisbon and Tagus Valley,2023,7
2023-07,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",3874,85.9,3329,Lisbon and Tagus Valley,2023,7
2023-07,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",4583,61.9,2837,Lisbon and Tagus Valley,2023,7
2023-07,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",7672,66.6,5109,Lisbon and Tagus Valley,2023,7
2023-07,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",11049,52.2,5772,Lisbon and Tagus Valley,2023,7
2023-08,"Centro Hospitalar e Universitário de Coimbra, EPE","[40.2191523, -8.4098211]",15485,65.2,10098,Central,2023,8
2023-08,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2322,69.3,1608,Lisbon and Tagus Valley,2023,8
2023-08,"Centro Hospitalar de Setúbal, EPE","[38.5283754, -8.8818638]",8073,58.0,4681,Lisbon and Tagus Valley,2023,8
2023-08,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9123,68.8,6280,Lisbon and Tagus Valley,2023,8
2023-08,"Hospital Distrital de Santarém, EPE","[39.2410946, -8.6937515]",4564,60.8,2775,Lisbon and Tagus Valley,2023,8
2023-08,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",7832,65.0,5093,Lisbon and Tagus Valley,2023,8
2023-08,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1559,62.7,978,Lisbon and Tagus Valley,2023,8
2023-08,"Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE","[41.3828711, -8.7589945]",1230,97.6,1201,Northern,2023,8
2023-08,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","[41.1094138, -8.5972617]",10469,89.2,9339,Northern,2023,8
2023-09,"Hospital Espírito Santo de Évora, EPE","[38.5684861, -7.9032848]",5396,54.5,2942,Alentejo,2023,9
2023-09,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1695,90.6,1536,Alentejo,2023,9
2023-09,"Centro Hospitalar Tondela-Viseu, EPE","[40.516364, -8.0827433]",6562,77.0,5052,Central,2023,9
2023-09,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",1988,98.9,1967,Central,2023,9
2023-09,"Hospital de Vila Franca de Xira, EPE","[38.977235, -8.984506]",5695,62.7,3570,Lisbon and Tagus Valley,2023,9
2023-09,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",7501,64.4,4832,Lisbon and Tagus Valley,2023,9
2023-09,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",10610,47.5,5044,Lisbon and Tagus Valley,2023,9
2023-09,"Instituto Português Oncologia de Lisboa, EPE","[38.7396768, -9.1634516]",1454,66.3,964,Lisbon and Tagus Valley,2023,9
2023-09,"Centro Hospitalar de São João, EPE","[41.1831056, -8.6010558]",11209,87.0,9753,Northern,2023,9
2023-09,"Centro Hospitalar do Médio Ave, EPE","[41.3423984, -8.4802503]",3371,86.0,2899,Northern,2023,9
2023-09,"Centro Hospitalar Tâmega e Sousa, EPE","[41.2494561, -8.264901]",6118,87.6,5357,Northern,2023,9
2023-09,"Unidade Local de Saúde do Nordeste, EPE","[41.8056532, -6.7888197]",1753,85.6,1500,Northern,2023,9
2023-10,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.014123, -7.8721227]",1778,89.8,1597,Alentejo,2023,10
2023-10,"Centro Hospitalar de Leiria, EPE","[39.7414812, -8.7982706]",6441,86.8,5591,Central,2023,10
2023-10,"Centro Hospitalar do Baixo Vouga, EPE","[40.6362453, -8.6543716]",4546,91.1,4142,Central,2023,10
2023-10,"Unidade Local de Saúde de Castelo Branco, EPE","[39.8212263, -7.4981271]",1243,92.0,1143,Central,2023,10
2023-10,"Centro Hospitalar Lisboa Norte, EPE","[38.7500861, -9.1616116]",9652,69.6,6713,Lisbon and Tagus Valley,2023,10
2023-10,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",8022,64.9,5206,Lisbon and Tagus Valley,2023,10
2023-10,"Centro Hospitalar Entre Douro e Vouga, EPE","[40.9293884, -8.5458794]",6653,89.3,5941,Northern,2023,10
2023-10,"Hospital Santa Maria Maior, EPE","[41.5324234, -8.6171561]",2878,80.0,2301,Northern,2023,10
2023-10,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1865,65.8,1228,Northern,2023,10
2023-10,"Unidade Local de Saúde de Matosinhos, EPE","[41.1794456, -8.6745115]",7197,77.5,5581,Northern,2023,10
2023-11,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",17327,53.4,9251,Lisbon and Tagus Valley,2023,11
2023-11,"Hospital de Cascais, PPP","[38.729006, -9.418267]",3375,81.6,2754,Lisbon and Tagus Valley,2023,11
2023-11,"Hospital Garcia de Orta, EPE","[38.6658713, -9.1822554]",10958,51.1,5605,Lisbon and Tagus Valley,2023,11
2023-11,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE","[41.1094138, -8.5972617]",11396,84.7,9657,Northern,2023,11
2023-11,"Instituto Português Oncologia do Porto, EPE","[41.1785642, -8.6062881]",1748,65.6,1146,Northern,2023,11
2023-12,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.0162314, -8.6956768]",2177,88.5,1926,Alentejo,2023,12
2023-12,"Hospital Distrital da Figueira da Foz, EPE","[40.117897, -8.8586755]",2386,98.5,2351,Central,2023,12
2023-12,"Centro Hospitalar Barreiro/Montijo, EPE","[38.6554005, -9.0592392]",2498,66.9,1672,Lisbon and Tagus Valley,2023,12
2023-12,"Centro Hospitalar de Lisboa Central, EPE","[38.7166948, -9.1371248]",17346,52.0,9015,Lisbon and Tagus Valley,2023,12
2023-12,"Centro Hospitalar Médio Tejo, EPE","[39.478072, -8.5404429]",3978,85.7,3409,Lisbon and Tagus Valley,2023,12
2023-12,"Hospital de Loures, EPE","[38.821455, -9.176296]",7563,41.5,3135,Lisbon and Tagus Valley,2023,12
2023-12,"Hospital Fernando Fonseca, EPE","[38.7422257, -9.2264834]",7327,68.0,4982,Lisbon and Tagus Valley,2023,12
2023-12,"Centro Hospitalar Trás-os-Montes e Alto Douro, EPE","[41.3031784, -7.7515252]",4834,79.1,3824,Northern,2023,12
2023-12,"Centro Hospitalar Universitário de Santo António, EPE","[41.1472498, -8.6172617]",8909,80.2,7144,Northern,2023,12
2023-12,"Hospital da Senhora da Oliveira, Guimarães, EPE","[41.4387173, -8.3086907]",7155,85.2,6096,Northern,2023,12
2023-12,"Unidade Local de Saúde do Alto Minho, EPE","[41.7056054, -8.8252713]",6169,78.0,4809,Northern,2023,12
2024-01,"Hospital de Cascais, PPP","[38.730076, -9.418207]",3253,82.5,2684,Lisbon and Tagus Valley,2024,1
2024-01,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",13005,76.0,9887,Northern,2024,1
2024-01,"Unidade Local de Saúde de São João, EPE","[41.1833, -8.60193]",11953,85.8,10256,Northern,2024,1
2024-01,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","[41.1254463195801, -8.0]",11237,85.1,9566,Northern,2024,1
2024-01,"Unidade Local de Saúde do Alentejo Central, EPE","[38.568838, -7.903064]",5422,51.8,2809,Alentejo,2024,1
2024-01,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",11953,42.5,5083,Algarve,2024,1
2024-01,"Unidade Local de Saúde do Nordeste, EPE","[41.802452, -6.768198]",1713,85.6,1466,Northern,2024,1
2024-01,"Unidade Local de Saúde do Tâmega e Sousa, EPE","[41.1971153671548, -8.0]",6355,81.0,5146,Northern,2024,1
2025-01,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","[38.739946, -9.161139]",1257,75.6,950,Lisbon and Tagus Valley,2025,1
2025-01,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","[41.1811, -8.60469]",2143,71.2,1525,Northern,2025,1
2025-01,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",13169,78.7,10366,Northern,2025,1
2025-01,"Unidade Local de Saúde de Dão-Lafões, EPE","[40.6509, -7.91039]",5657,81.8,4625,Central,2025,1
2025-01,"Unidade Local de Saúde de São João, EPE","[41.1833, -8.60193]",11302,87.8,9923,Northern,2025,1
2025-01,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","[41.1254463195801, -8.0]",10516,92.0,9672,Northern,2025,1
2025-01,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",12435,44.6,5547,Algarve,2025,1
2025-01,"Unidade Local de Saúde do Médio Tejo, EPE","[39.605565, -8.404399]",4623,84.4,3903,Lisbon and Tagus Valley,2025,1
2024-02,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",8271,62.4,5162,Lisbon and Tagus Valley,2024,2
2024-02,"Unidade Local de Saúde de Almada-Seixal, EPE","[38.67381, -9.17597]",11370,51.2,5821,Lisbon and Tagus Valley,2024,2
2024-02,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",7721,89.3,6891,Northern,2024,2
2024-02,"Unidade Local de Saúde de Santa Maria, EPE","[38.7500648498535, -9.0]",9673,70.8,6847,Lisbon and Tagus Valley,2024,2
2024-02,"Unidade Local de Saúde do Alto Ave, EPE","[41.488574, -8.338685]",7397,87.0,6435,Northern,2024,2
2024-02,"Unidade Local de Saúde do Baixo Alentejo, EPE","[38.0146, -7.86863]",1829,86.2,1576,Alentejo,2024,2
2024-02,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.039936, -8.731693]",2179,93.2,2031,Alentejo,2024,2
2024-02,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3586,84.7,3038,Northern,2024,2
2024-02,"Unidade Local de Saúde do Médio Tejo, EPE","[39.605565, -8.404399]",3976,88.2,3506,Lisbon and Tagus Valley,2024,2
2024-02,"Unidade Local de Saúde do Tâmega e Sousa, EPE","[41.1971153671548, -8.0]",6276,84.6,5307,Northern,2024,2
2025-02,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","[40.217, -8.40991]",1146,85.4,979,Central,2025,2
2025-02,"Unidade Local de Saúde da Guarda, EPE","[40.5309943471486, -7.0]",1382,72.3,999,Central,2025,2
2025-02,"Unidade Local de Saúde de Dão-Lafões, EPE","[40.6509, -7.91039]",5910,83.6,4938,Central,2025,2
2025-02,"Unidade Local de Saúde de Lisboa Ocidental, EPE","[38.7084, -9.21711]",9212,57.1,5257,Lisbon and Tagus Valley,2025,2
2025-02,"Unidade Local de Saúde do Alto Ave, EPE","[41.488574, -8.338685]",7507,90.4,6789,Northern,2025,2
2025-02,"Unidade Local de Saúde do Estuário do Tejo, EPE","[38.977344, -8.984882]",6706,61.2,4101,Lisbon and Tagus Valley,2025,2
2025-02,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3486,86.9,3030,Northern,2025,2
2024-03,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","[38.739946, -9.161139]",1467,67.1,985,Lisbon and Tagus Valley,2024,3
2024-03,"Unidade Local de Saúde Castelo Branco, EPE","[39.822737, -7.499876]",1278,94.5,1208,Central,2024,3
2024-03,"Unidade Local de Saúde da Guarda, EPE","[40.5309943471486, -7.0]",1088,83.0,903,Central,2024,3
2024-03,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","[41.383183, -8.758784]",1233,98.0,1208,Northern,2024,3
2024-03,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",5528,86.5,4781,Central,2024,3
2024-03,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6697,85.4,5720,Central,2024,3
2024-03,"Unidade Local de Saúde de Lisboa Ocidental, EPE","[38.7084, -9.21711]",8958,54.0,4838,Lisbon and Tagus Valley,2024,3
2024-03,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",8759,80.5,7052,Northern,2024,3
2024-03,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","[41.310331, -7.760103]",4533,78.9,3577,Northern,2024,3
2024-03,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",12243,46.2,5657,Algarve,2024,3
2024-03,"Unidade Local de Saúde do Alto Minho, EPE","[41.697519, -8.832517]",6164,79.4,4894,Northern,2024,3
2024-03,"Unidade Local de Saúde do Estuário do Tejo, EPE","[38.977344, -8.984882]",6803,64.4,4384,Lisbon and Tagus Valley,2024,3
2024-03,"Unidade Local de Saúde do Litoral Alentejano, EPE","[38.039936, -8.731693]",2063,93.7,1934,Alentejo,2024,3
2024-03,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3657,85.5,3126,Northern,2024,3
2024-03,"Unidade Local de Saúde do Nordeste, EPE","[41.802452, -6.768198]",1739,84.5,1470,Northern,2024,3
2025-03,"Unidade Local de Saúde Castelo Branco, EPE","[39.822737, -7.499876]",1784,84.4,1505,Central,2025,3
2025-03,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",5931,83.0,4920,Central,2025,3
2025-03,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",7378,66.3,4892,Lisbon and Tagus Valley,2025,3
2025-03,"Unidade Local de Saúde de São João, EPE","[41.1833, -8.60193]",11685,88.8,10382,Northern,2025,3
2025-03,"Unidade Local de Saúde de São José, EPE","[38.7169, -9.13654]",20572,52.8,10871,Lisbon and Tagus Valley,2025,3
2025-03,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","[41.310331, -7.760103]",4351,82.0,3569,Northern,2025,3
2025-03,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",12571,47.3,5941,Algarve,2025,3
2024-04,"Hospital de Cascais, PPP","[38.730076, -9.418207]",3368,86.8,2925,Lisbon and Tagus Valley,2024,4
2024-04,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","[40.217, -8.40991]",1402,79.2,1110,Central,2024,4
2024-04,"Unidade Local de Saúde da Lezíria, EPE","[39.232503, -8.715083]",4424,71.5,3164,Lisbon and Tagus Valley,2024,4
2024-04,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","[41.383183, -8.758784]",1266,99.2,1256,Northern,2024,4
2024-04,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6745,84.9,5727,Central,2024,4
2024-04,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",18103,71.6,12964,Central,2024,4
2024-04,"Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE","[41.310331, -7.760103]",4413,79.7,3517,Northern,2024,4
2024-04,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","[41.1254463195801, -8.0]",10786,91.2,9834,Northern,2024,4
2024-04,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",11895,44.8,5330,Algarve,2024,4
2024-04,"Unidade Local de Saúde do Arco Ribeirinho, EPE","[38.6527214050293, -9.0]",2336,65.4,1528,Lisbon and Tagus Valley,2024,4
2024-04,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3753,85.7,3218,Northern,2024,4
2024-04,"Unidade Local de Saúde do Médio Tejo, EPE","[39.605565, -8.404399]",4102,88.5,3629,Lisbon and Tagus Valley,2024,4
2025-04,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",8040,62.4,5019,Lisbon and Tagus Valley,2025,4
2025-04,"Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE","[41.383183, -8.758784]",1491,98.1,1462,Northern,2025,4
2025-04,"Unidade Local de Saúde de Matosinhos, EPE","[41.181859, -8.663374]",6325,91.7,5803,Northern,2025,4
2025-04,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",7973,82.3,6560,Northern,2025,4
2025-04,"Unidade Local de Saúde de São João, EPE","[41.1833, -8.60193]",11951,87.7,10481,Northern,2025,4
2025-04,"Unidade Local de Saúde do Alentejo Central, EPE","[38.568838, -7.903064]",6026,52.0,3132,Alentejo,2025,4
2024-05,"Instituto Português Oncologia  F. Gentil - Porto, E.P.E.","[41.1811, -8.60469]",1597,72.6,1159,Northern,2024,5
2024-05,"Unidade Local de Saúde de Coimbra, EPE","[40.217426, -8.410075]",18326,71.7,13136,Central,2024,5
2024-05,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",8366,91.1,7624,Northern,2024,5
2024-05,"Unidade Local de Saúde de São José, EPE","[38.7169, -9.13654]",24294,52.7,12815,Lisbon and Tagus Valley,2024,5
2024-05,"Unidade Local de Saúde do Alto Minho, EPE","[41.697519, -8.832517]",6152,80.2,4931,Northern,2024,5
2024-05,"Unidade Local de Saúde do Arco Ribeirinho, EPE","[38.6527214050293, -9.0]",2364,64.8,1531,Lisbon and Tagus Valley,2024,5
2024-05,"Unidade Local de Saúde do Estuário do Tejo, EPE","[38.977344, -8.984882]",6343,59.4,3766,Lisbon and Tagus Valley,2024,5
2024-05,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3658,84.3,3085,Northern,2024,5
2025-05,"Hospital de Cascais, PPP","[38.730076, -9.418207]",3659,91.7,3356,Lisbon and Tagus Valley,2025,5
2025-05,"Unidade Local de Saúde da Guarda, EPE","[40.5309943471486, -7.0]",1312,74.5,978,Central,2025,5
2025-05,"Unidade Local de Saúde da Lezíria, EPE","[39.232503, -8.715083]",4826,63.9,3085,Lisbon and Tagus Valley,2025,5
2025-05,"Unidade Local de Saúde de São João, EPE","[41.1833, -8.60193]",11839,85.5,10125,Northern,2025,5
2025-05,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","[41.1254463195801, -8.0]",10673,92.8,9905,Northern,2025,5
2025-05,"Unidade Local de Saúde do Algarve, EPE","[37.024668, -7.928949]",11770,50.4,5929,Algarve,2025,5
2025-05,"Unidade Local de Saúde do Alto Ave, EPE","[41.488574, -8.338685]",7338,92.3,6770,Northern,2025,5
2025-05,"Unidade Local de Saúde do Estuário do Tejo, EPE","[38.977344, -8.984882]",7046,60.0,4226,Lisbon and Tagus Valley,2025,5
2025-05,"Unidade Local de Saúde do Médio Tejo, EPE","[39.605565, -8.404399]",4706,84.4,3972,Lisbon and Tagus Valley,2025,5
2024-06,"Hospital de Cascais, PPP","[38.730076, -9.418207]",3292,87.6,2883,Lisbon and Tagus Valley,2024,6
2024-06,"Instituto Português Oncologia  F. Gentil - Centro, E.P.E.","[40.217, -8.40991]",1349,77.7,1048,Central,2024,6
2024-06,"Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.","[38.739946, -9.161139]",1100,72.5,797,Lisbon and Tagus Valley,2024,6
2024-06,"Unidade Local de Saúde da Região de Aveiro, EPE","[40.636332, -8.654388]",5797,85.8,4975,Central,2024,6
2024-06,"Unidade Local de Saúde da Região de Leiria, EPE","[39.7418, -8.79444]",6432,84.6,5443,Central,2024,6
2024-06,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",6732,70.2,4725,Lisbon and Tagus Valley,2024,6
2024-06,"Unidade Local de Saúde de Braga, EPE","[41.562328338623, -8.3]",14675,79.6,11686,Northern,2024,6
2024-06,"Unidade Local de Saúde de Entre Douro e Vouga, EPE","[40.9295, -8.54567]",8017,91.0,7299,Northern,2024,6
2024-06,"Unidade Local de Saúde de Santo António, EPE","[41.147283, -8.619536]",8404,81.7,6870,Northern,2024,6
2024-06,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","[41.1254463195801, -8.0]",11159,92.3,10300,Northern,2024,6
2024-06,"Unidade Local de Saúde do Alentejo Central, EPE","[38.568838, -7.903064]",6016,45.8,2754,Alentejo,2024,6
2024-06,"Unidade Local de Saúde do Alto Minho, EPE","[41.697519, -8.832517]",5752,79.4,4565,Northern,2024,6
2024-06,"Unidade Local de Saúde do Arco Ribeirinho, EPE","[38.6527214050293, -9.0]",2485,65.8,1634,Lisbon and Tagus Valley,2024,6
2025-06,"Hospital de Cascais, PPP","[38.730076, -9.418207]",3420,91.0,3113,Lisbon and Tagus Valley,2025,6
2025-06,"Unidade Local de Saúde Castelo Branco, EPE","[39.822737, -7.499876]",1776,85.0,1509,Central,2025,6
2025-06,"Unidade Local de Saúde da Arrábida, EPE","[38.529351, -8.881073]",7919,63.4,5020,Lisbon and Tagus Valley,2025,6
2025-06,"Unidade Local de Saúde de Amadora/Sintra, EPE","[38.7436332060551, -9.0]",7015,62.4,4376,Lisbon and Tagus Valley,2025,6
2025-06,"Unidade Local de Saúde de Matosinhos, EPE","[41.181859, -8.663374]",6563,92.6,6078,Northern,2025,6
2025-06,"Unidade Local de Saúde de Vila Nova de Gaia/Espinho, EPE","[41.1254463195801, -8.0]",10606,92.1,9765,Northern,2025,6
2025-06,"Unidade Local de Saúde do Alentejo Central, EPE","[38.568838, -7.903064]",5673,49.0,2777,Alentejo,2025,6
2025-06,"Unidade Local de Saúde do Médio Ave, EPE","[41.3422317504883, -8.0]",3199,90.1,2882,Northern,2025,6
